timestamp,edge,weight,utilization
2025-11-20 15:47:45,"(1,2)",498.93431213378904,0.0143
2025-11-20 15:47:45,"(1,3)",498.9346055603027,0.0146
2025-11-20 15:47:45,"(2,3)",498.9346630859375,0.0147
2025-11-20 15:47:48,"(1,2)",498.9333084869385,0.0133
2025-11-20 15:47:48,"(1,3)",498.9334240722656,0.0134
2025-11-20 15:47:48,"(2,3)",498.9334616088867,0.0135
2025-11-20 15:47:51,"(1,2)",498.9333897399902,0.0134
2025-11-20 15:47:51,"(1,3)",498.9333299255371,0.0133
2025-11-20 15:47:51,"(2,3)",498.93337005615234,0.0134
2025-11-20 15:47:55,"(1,2)",498.93312911987306,0.0131
2025-11-20 15:47:55,"(1,3)",498.9330896759033,0.0131
2025-11-20 15:47:55,"(2,3)",498.93332473754884,0.0133
2025-11-20 15:47:59,"(1,2)",1000,0.9444
2025-11-20 15:47:59,"(1,3)",498.9332971954346,0.0133
2025-11-20 15:47:59,"(2,3)",498.93314186096194,0.0131
2025-11-20 15:48:02,"(1,2)",1000,0.9422
2025-11-20 15:48:02,"(1,3)",1000,0.0895
2025-11-20 15:48:02,"(2,3)",1000,0.0896
2025-11-20 15:48:06,"(1,2)",1000,0.9414
2025-11-20 15:48:06,"(1,3)",498.98293800354,0.0629
2025-11-20 15:48:06,"(2,3)",1000,0.1707
2025-11-20 15:48:09,"(1,2)",1000,0.9414
2025-11-20 15:48:09,"(1,3)",1000,0.9435
2025-11-20 15:48:09,"(2,3)",1000,0.9494
2025-11-20 15:48:12,"(1,2)",1000,0.9084
2025-11-20 15:48:12,"(1,3)",1000,0.9472
2025-11-20 15:48:12,"(2,3)",1000,0.9491
2025-11-20 15:48:16,"(1,2)",1000,0.9207
2025-11-20 15:48:16,"(1,3)",1000,0.9475
2025-11-20 15:48:16,"(2,3)",1000,0.9475
2025-11-20 15:48:19,"(1,2)",498.93334678649904,0.0133
2025-11-20 15:48:19,"(1,3)",1000,0.1083
2025-11-20 15:48:19,"(2,3)",1000,0.1080
2025-11-20 15:48:22,"(1,2)",498.93337577819824,0.0134
2025-11-20 15:48:22,"(1,3)",498.93342964172365,0.0134
2025-11-20 15:48:22,"(2,3)",498.93340896606446,0.0134
2025-11-20 15:48:26,"(1,2)",498.93297004699707,0.0130
2025-11-20 15:48:26,"(1,3)",498.93303398132326,0.0130
2025-11-20 15:48:26,"(2,3)",498.93307258605955,0.0131
2025-11-20 15:48:29,"(1,2)",498.93318244934085,0.0132
2025-11-20 15:48:29,"(1,3)",498.9331844329834,0.0132
2025-11-20 15:48:29,"(2,3)",498.93318016052245,0.0132
2025-11-20 15:48:32,"(1,2)",498.932359085083,0.0124
2025-11-20 15:48:32,"(1,3)",498.93243354797363,0.0124
2025-11-20 15:48:32,"(2,3)",498.9325087738037,0.0125
2025-11-20 15:48:36,"(1,2)",498.93292938232423,0.0129
2025-11-20 15:48:36,"(1,3)",498.9328395843506,0.0128
2025-11-20 15:48:36,"(2,3)",498.9329203796387,0.0129
2025-11-20 15:48:39,"(1,2)",498.9328079223633,0.0128
2025-11-20 15:48:39,"(1,3)",498.9326880645752,0.0127
2025-11-20 15:48:39,"(2,3)",498.9321920776367,0.0122
2025-11-20 15:48:42,"(1,2)",498.93251655578615,0.0125
2025-11-20 15:48:42,"(1,3)",498.9325360870361,0.0125
2025-11-20 15:48:42,"(2,3)",498.9323582458496,0.0124
2025-11-20 15:48:46,"(1,2)",498.933404006958,0.0134
2025-11-20 15:48:46,"(1,3)",498.93335510253905,0.0134
2025-11-20 15:48:46,"(2,3)",498.93339828491213,0.0134
2025-11-20 15:48:49,"(1,2)",498.9333646392822,0.0134
2025-11-20 15:48:49,"(1,3)",498.933264541626,0.0133
2025-11-20 15:48:49,"(2,3)",498.933306350708,0.0133
2025-11-20 15:48:52,"(1,2)",498.9331979370117,0.0132
2025-11-20 15:48:52,"(1,3)",498.9331883239746,0.0132
2025-11-20 15:48:52,"(2,3)",498.9332428741455,0.0132
2025-11-20 15:48:56,"(1,2)",498.9327030944824,0.0127
2025-11-20 15:48:56,"(1,3)",498.9329613494873,0.0130
2025-11-20 15:48:56,"(2,3)",498.93327354431153,0.0133
2025-11-20 15:48:59,"(1,2)",498.933182144165,0.0132
2025-11-20 15:48:59,"(1,3)",498.93321838378904,0.0132
2025-11-20 15:48:59,"(2,3)",498.93315063476564,0.0132
2025-11-20 15:49:02,"(1,2)",498.9332360076904,0.0132
2025-11-20 15:49:02,"(1,3)",498.93295585632325,0.0130
2025-11-20 15:49:02,"(2,3)",498.9332014465332,0.0132
2025-11-20 15:49:06,"(1,2)",498.9330379486084,0.0130
2025-11-20 15:49:06,"(1,3)",498.93290504455564,0.0129
2025-11-20 15:49:06,"(2,3)",498.9331665802002,0.0132
2025-11-20 15:49:09,"(1,2)",498.9326029968262,0.0126
2025-11-20 15:49:09,"(1,3)",498.93305633544924,0.0131
2025-11-20 15:49:09,"(2,3)",498.932632598877,0.0126
2025-11-20 15:49:12,"(1,2)",498.932553024292,0.0126
2025-11-20 15:49:12,"(1,3)",498.9325503540039,0.0126
2025-11-20 15:49:12,"(2,3)",498.93248695373535,0.0125
2025-11-20 15:49:16,"(1,2)",498.93287506103513,0.0129
2025-11-20 15:49:16,"(1,3)",498.9330181884766,0.0130
2025-11-20 15:49:16,"(2,3)",498.933251953125,0.0133
2025-11-20 15:49:19,"(1,2)",498.9326974487305,0.0127
