timestamp,datetime,active_links,idle_links,total_links,active_link_percent,fplf_power_watts,baseline_power_watts,energy_saved_watts,energy_saved_percent,cumulative_savings_wh
1763633386.1891446,2025-11-20 15:39:46,2,4,6,33.33,18.00,30.00,12.00,40.00,0.003333
1763633386.189211,2025-11-20 15:39:46,4,2,6,66.67,24.00,30.00,6.00,20.00,0.005000
1763633386.1892385,2025-11-20 15:39:46,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633387.2090483,2025-11-20 15:39:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633387.210596,2025-11-20 15:39:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633387.2106287,2025-11-20 15:39:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633388.2359662,2025-11-20 15:39:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633388.2583892,2025-11-20 15:39:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633388.268158,2025-11-20 15:39:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633389.2793295,2025-11-20 15:39:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633389.2806787,2025-11-20 15:39:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633389.3058949,2025-11-20 15:39:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633390.2805457,2025-11-20 15:39:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633390.3140447,2025-11-20 15:39:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633390.314857,2025-11-20 15:39:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633391.3072026,2025-11-20 15:39:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633391.3321693,2025-11-20 15:39:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633391.3329554,2025-11-20 15:39:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633392.3098593,2025-11-20 15:39:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633392.3544116,2025-11-20 15:39:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633392.35576,2025-11-20 15:39:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633393.3188574,2025-11-20 15:39:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633393.367944,2025-11-20 15:39:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633393.3680513,2025-11-20 15:39:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633394.339672,2025-11-20 15:39:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633394.378826,2025-11-20 15:39:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633394.378863,2025-11-20 15:39:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633395.3390484,2025-11-20 15:39:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633395.401832,2025-11-20 15:39:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633395.4029987,2025-11-20 15:39:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633396.3609488,2025-11-20 15:39:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633396.4104342,2025-11-20 15:39:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633396.411402,2025-11-20 15:39:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633397.3821507,2025-11-20 15:39:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633397.4244468,2025-11-20 15:39:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633397.424722,2025-11-20 15:39:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633398.388911,2025-11-20 15:39:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633398.4382143,2025-11-20 15:39:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633398.4383461,2025-11-20 15:39:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633399.4808044,2025-11-20 15:39:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633399.5232933,2025-11-20 15:39:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633399.5756102,2025-11-20 15:39:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633400.3788795,2025-11-20 15:40:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633400.4389665,2025-11-20 15:40:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633400.5627687,2025-11-20 15:40:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633401.3814502,2025-11-20 15:40:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633401.4223297,2025-11-20 15:40:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633401.548972,2025-11-20 15:40:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633402.4006045,2025-11-20 15:40:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633402.424067,2025-11-20 15:40:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633402.5666337,2025-11-20 15:40:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633403.4129117,2025-11-20 15:40:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633403.4369023,2025-11-20 15:40:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633403.5702715,2025-11-20 15:40:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633404.4201334,2025-11-20 15:40:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633404.4525795,2025-11-20 15:40:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633404.5861456,2025-11-20 15:40:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633405.4418123,2025-11-20 15:40:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633405.4424148,2025-11-20 15:40:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633405.5988724,2025-11-20 15:40:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633406.4507785,2025-11-20 15:40:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633406.457921,2025-11-20 15:40:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633406.6044695,2025-11-20 15:40:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633407.4538743,2025-11-20 15:40:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633407.4619248,2025-11-20 15:40:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633407.619449,2025-11-20 15:40:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633408.4566388,2025-11-20 15:40:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633408.4734015,2025-11-20 15:40:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633408.6325407,2025-11-20 15:40:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633409.4821806,2025-11-20 15:40:09,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633409.5081573,2025-11-20 15:40:09,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633409.6477947,2025-11-20 15:40:09,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633410.485977,2025-11-20 15:40:10,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633410.533062,2025-11-20 15:40:10,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633410.6577873,2025-11-20 15:40:10,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633411.4955323,2025-11-20 15:40:11,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633411.5374305,2025-11-20 15:40:11,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633411.662253,2025-11-20 15:40:11,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633412.4937143,2025-11-20 15:40:12,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633412.5505412,2025-11-20 15:40:12,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633412.6590455,2025-11-20 15:40:12,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633413.5074756,2025-11-20 15:40:13,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633413.5513148,2025-11-20 15:40:13,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633413.6675456,2025-11-20 15:40:13,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633414.5208519,2025-11-20 15:40:14,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633414.5619574,2025-11-20 15:40:14,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633414.670485,2025-11-20 15:40:14,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633415.5471802,2025-11-20 15:40:15,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633415.5797868,2025-11-20 15:40:15,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633415.6818564,2025-11-20 15:40:15,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633416.559453,2025-11-20 15:40:16,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763633416.591415,2025-11-20 15:40:16,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
