timestamp,link,utilization_percent,weight
2025-11-20 15:39:49,s1-s2,1.40,498.93402053833006
2025-11-20 15:39:49,s2-s1,1.42,498.93402053833006
2025-11-20 15:39:49,s2-s3,1.42,498.9341944885254
2025-11-20 15:39:49,s3-s2,1.38,498.9341944885254
2025-11-20 15:39:49,s1-s3,1.39,498.9339175415039
2025-11-20 15:39:49,s3-s1,1.39,498.9339175415039
2025-11-20 15:39:52,s1-s2,1.40,498.93395973205565
2025-11-20 15:39:52,s2-s1,1.39,498.93395973205565
2025-11-20 15:39:52,s2-s3,1.38,498.93384689331054
2025-11-20 15:39:52,s3-s2,1.38,498.93384689331054
2025-11-20 15:39:52,s1-s3,1.39,498.9339023590088
2025-11-20 15:39:52,s3-s1,1.39,498.9339023590088
2025-11-20 15:39:55,s1-s2,1.42,498.9342123413086
2025-11-20 15:39:55,s2-s1,1.42,498.9342123413086
2025-11-20 15:39:55,s2-s3,1.42,498.93421852111817
2025-11-20 15:39:55,s3-s2,1.42,498.93421852111817
2025-11-20 15:39:55,s1-s3,1.41,498.93411842346194
2025-11-20 15:39:55,s3-s1,1.41,498.93411842346194
2025-11-20 15:39:59,s1-s2,1.37,498.93368003845217
2025-11-20 15:39:59,s2-s1,1.37,498.93368003845217
2025-11-20 15:39:59,s2-s3,1.36,498.93360664367674
2025-11-20 15:39:59,s3-s2,1.25,498.93360664367674
2025-11-20 15:39:59,s1-s3,1.36,498.9336215209961
2025-11-20 15:39:59,s3-s1,1.26,498.9336215209961
2025-11-20 15:40:02,s1-s2,10.85,1000
2025-11-20 15:40:02,s2-s1,10.93,1000
2025-11-20 15:40:02,s2-s3,1.34,498.93337532043455
2025-11-20 15:40:02,s3-s2,1.34,498.93337532043455
2025-11-20 15:40:02,s1-s3,1.27,498.9327238464355
2025-11-20 15:40:02,s3-s1,1.33,498.9327238464355
2025-11-20 15:40:05,s1-s2,10.94,1000
2025-11-20 15:40:05,s2-s1,10.94,1000
2025-11-20 15:40:05,s2-s3,1.34,498.933423538208
2025-11-20 15:40:05,s3-s2,1.34,498.933423538208
2025-11-20 15:40:05,s1-s3,1.34,498.9334038543701
2025-11-20 15:40:05,s3-s1,1.34,498.9334038543701
2025-11-20 15:40:09,s1-s2,10.92,1000
2025-11-20 15:40:09,s2-s1,10.93,1000
2025-11-20 15:40:09,s2-s3,1.34,498.9333578491211
2025-11-20 15:40:09,s3-s2,4.44,498.9333578491211
2025-11-20 15:40:09,s1-s3,1.35,498.9335083007812
2025-11-20 15:40:09,s3-s1,4.46,498.9335083007812
2025-11-20 15:40:12,s1-s2,10.89,1000
2025-11-20 15:40:12,s2-s1,10.94,1000
2025-11-20 15:40:12,s2-s3,10.93,1000
2025-11-20 15:40:12,s3-s2,10.92,1000
2025-11-20 15:40:12,s1-s3,10.88,1000
2025-11-20 15:40:12,s3-s1,10.92,1000
2025-11-20 15:40:15,s1-s2,11.02,1000
2025-11-20 15:40:15,s2-s1,11.01,1000
2025-11-20 15:40:15,s2-s3,11.00,1000
2025-11-20 15:40:15,s3-s2,10.99,1000
2025-11-20 15:40:15,s1-s3,11.03,1000
2025-11-20 15:40:15,s3-s1,11.01,1000
2025-11-20 15:40:19,s1-s2,10.99,1000
2025-11-20 15:40:19,s2-s1,10.97,1000
2025-11-20 15:40:19,s2-s3,10.96,1000
2025-11-20 15:40:19,s3-s2,10.83,1000
2025-11-20 15:40:19,s1-s3,10.98,1000
2025-11-20 15:40:19,s3-s1,10.88,1000
2025-11-20 15:40:22,s1-s2,22.10,1000
2025-11-20 15:40:22,s2-s1,23.95,1000
2025-11-20 15:40:22,s2-s3,2.91,498.9490997314453
2025-11-20 15:40:22,s3-s2,3.09,498.9490997314453
2025-11-20 15:40:22,s1-s3,3.09,498.95086486816405
2025-11-20 15:40:22,s3-s1,3.09,498.95086486816405
2025-11-20 15:40:26,s1-s2,22.42,1000
2025-11-20 15:40:26,s2-s1,22.42,1000
2025-11-20 15:40:26,s2-s3,3.10,498.95096542358397
2025-11-20 15:40:26,s3-s2,3.10,498.95096542358397
2025-11-20 15:40:26,s1-s3,3.09,498.9508730316162
2025-11-20 15:40:26,s3-s1,3.09,498.9508730316162
2025-11-20 15:40:29,s1-s2,22.06,1000
2025-11-20 15:40:29,s2-s1,22.07,1000
2025-11-20 15:40:29,s2-s3,3.20,498.9520109558105
2025-11-20 15:40:29,s3-s2,3.11,498.9520109558105
2025-11-20 15:40:29,s1-s3,3.19,498.9518853759766
2025-11-20 15:40:29,s3-s1,3.11,498.9518853759766
2025-11-20 15:40:32,s1-s2,22.31,1000
2025-11-20 15:40:32,s2-s1,22.27,1000
2025-11-20 15:40:32,s2-s3,3.01,498.95005401611326
2025-11-20 15:40:32,s3-s2,3.11,498.95005401611326
2025-11-20 15:40:32,s1-s3,3.12,498.9511507415771
2025-11-20 15:40:32,s3-s1,3.12,498.9511507415771
2025-11-20 15:40:36,s1-s2,22.50,1000
2025-11-20 15:40:36,s2-s1,22.49,1000
2025-11-20 15:40:36,s2-s3,3.10,498.95101753234866
2025-11-20 15:40:36,s3-s2,3.10,498.95101753234866
2025-11-20 15:40:36,s1-s3,3.11,498.95105979919435
2025-11-20 15:40:36,s3-s1,3.11,498.95105979919435
2025-11-20 15:40:39,s1-s2,22.38,1000
2025-11-20 15:40:39,s2-s1,22.38,1000
2025-11-20 15:40:39,s2-s3,3.18,498.951752243042
2025-11-20 15:40:39,s3-s2,3.03,498.951752243042
2025-11-20 15:40:39,s1-s3,3.17,498.9516522979736
2025-11-20 15:40:39,s3-s1,3.04,498.9516522979736
2025-11-20 15:40:42,s1-s2,22.29,1000
2025-11-20 15:40:42,s2-s1,22.14,1000
2025-11-20 15:40:42,s2-s3,3.07,498.9506853485107
2025-11-20 15:40:42,s3-s2,3.11,498.9506853485107
2025-11-20 15:40:42,s1-s3,3.11,498.95107070922853
2025-11-20 15:40:42,s3-s1,3.10,498.95107070922853
2025-11-20 15:40:46,s1-s2,22.45,1000
2025-11-20 15:40:46,s2-s1,22.43,1000
2025-11-20 15:40:46,s2-s3,2.77,498.94773818969725
2025-11-20 15:40:46,s3-s2,2.79,498.94773818969725
2025-11-20 15:40:46,s1-s3,2.79,498.9478804016113
2025-11-20 15:40:46,s3-s1,2.79,498.9478804016113
2025-11-20 15:40:49,s1-s2,22.20,1000
2025-11-20 15:40:49,s2-s1,22.20,1000
2025-11-20 15:40:49,s2-s3,3.10,498.95096549987795
2025-11-20 15:40:49,s3-s2,3.04,498.95096549987795
2025-11-20 15:40:49,s1-s3,3.10,498.9510096740723
2025-11-20 15:40:49,s3-s1,3.04,498.9510096740723
