timestamp,src_dpid,dst_dpid,baseline_path,fplf_path,traffic_type,priority,base_weights,adjusted_weights,route_changed
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
2025-11-20 15:39:59,1,1,s1,s1,VIDEO,4,[],[],NO
2025-11-20 15:39:59,2,1,s2 -> s1,s2 -> s1,VIDEO,4,[498.93368003845217],[526.293756942749],NO
