timestamp,edge,weight,utilization
2025-11-20 15:29:44,"(1,2)",498.9347100830078,0.0147
2025-11-20 15:29:44,"(1,3)",498.934772644043,0.0148
2025-11-20 15:29:44,"(2,3)",498.93468948364256,0.0147
2025-11-20 15:29:47,"(1,2)",498.9339939117432,0.0140
2025-11-20 15:29:47,"(1,3)",498.9340454101563,0.0140
2025-11-20 15:29:47,"(2,3)",498.934218673706,0.0142
2025-11-20 15:29:50,"(1,2)",498.934299697876,0.0143
2025-11-20 15:29:50,"(1,3)",498.9343772125244,0.0144
2025-11-20 15:29:50,"(2,3)",498.93426467895506,0.0143
2025-11-20 15:29:54,"(1,2)",498.93371788024905,0.0137
2025-11-20 15:29:54,"(1,3)",498.9336791992188,0.0137
2025-11-20 15:29:54,"(2,3)",498.9336769104004,0.0137
2025-11-20 15:29:57,"(1,2)",1000,0.1089
2025-11-20 15:29:57,"(1,3)",498.9328067016602,0.0128
2025-11-20 15:29:57,"(2,3)",498.9326779937744,0.0127
2025-11-20 15:30:00,"(1,2)",1000,0.1093
2025-11-20 15:30:00,"(1,3)",498.9327880859375,0.0128
2025-11-20 15:30:00,"(2,3)",498.93288665771485,0.0129
2025-11-20 15:30:04,"(1,2)",1000,0.1092
2025-11-20 15:30:04,"(1,3)",498.93332252502444,0.0133
2025-11-20 15:30:04,"(2,3)",498.9334210205078,0.0134
2025-11-20 15:30:07,"(1,2)",1000,0.1095
2025-11-20 15:30:07,"(1,3)",1000,0.1094
2025-11-20 15:30:07,"(2,3)",1000,0.1090
2025-11-20 15:30:11,"(1,2)",1000,0.1091
2025-11-20 15:30:11,"(1,3)",1000,0.1093
2025-11-20 15:30:11,"(2,3)",1000,0.1090
2025-11-20 15:30:14,"(1,2)",1000,0.1100
2025-11-20 15:30:14,"(1,3)",1000,0.1101
2025-11-20 15:30:14,"(2,3)",1000,0.1097
2025-11-20 15:30:17,"(1,2)",1000,0.2572
2025-11-20 15:30:17,"(1,3)",498.94929214477537,0.0293
2025-11-20 15:30:17,"(2,3)",498.9568396759033,0.0368
2025-11-20 15:30:21,"(1,2)",1000,0.2192
2025-11-20 15:30:21,"(1,3)",498.955679397583,0.0357
2025-11-20 15:30:21,"(2,3)",498.9557833099365,0.0358
2025-11-20 15:30:24,"(1,2)",1000,0.2198
2025-11-20 15:30:24,"(1,3)",498.9553112030029,0.0353
2025-11-20 15:30:24,"(2,3)",498.955203704834,0.0352
2025-11-20 15:30:27,"(1,2)",1000,0.2215
2025-11-20 15:30:27,"(1,3)",498.9544787597656,0.0345
2025-11-20 15:30:27,"(2,3)",498.9561198425293,0.0361
2025-11-20 15:30:31,"(1,2)",1000,0.2190
2025-11-20 15:30:31,"(1,3)",498.95567810058594,0.0357
2025-11-20 15:30:31,"(2,3)",498.9558401489258,0.0358
2025-11-20 15:30:35,"(1,2)",1000,0.2194
2025-11-20 15:30:35,"(1,3)",498.95376113891604,0.0338
2025-11-20 15:30:35,"(2,3)",498.95458786010744,0.0346
2025-11-20 15:30:38,"(1,2)",1000,0.2177
2025-11-20 15:30:38,"(1,3)",498.95415512084963,0.0342
2025-11-20 15:30:38,"(2,3)",498.9549225616455,0.0349
2025-11-20 15:30:41,"(1,2)",1000,0.2214
2025-11-20 15:30:41,"(1,3)",498.95514358520506,0.0351
2025-11-20 15:30:41,"(2,3)",498.95533752441406,0.0353
2025-11-20 15:30:45,"(1,2)",1000,0.2211
2025-11-20 15:30:45,"(1,3)",498.95494262695314,0.0349
2025-11-20 15:30:45,"(2,3)",498.95512214660647,0.0351
2025-11-20 15:30:48,"(1,2)",498.93444892883304,0.0144
